order_id,customer_id,product_id,order_date,quantity,discount,payment_method,order_status
O009039,C00724,P0164,31-10-2025,2,110,Upi,Delivered
O009040,C01023,P0256,26-08-2025,1,20,Cash,Shipped
O009041,C01987,P0494,11-02-2024,4,15,Card,Shipped
O009042,C01297,P0031,18-03-2024,2,110,Upi,Cancelled
O009043,C01453,P0092,06-05-2024,3,20,Cash,Shipped
O009044,C01455,P0346,07-08-2024,3,0,Cash,Delivered
O009045,C01693,P0164,22-01-2024,2,0,Upi,Delivered
O009046,C00981,P0343,19-09-2025,2,0,Upi,Returned
O009047,C01392,P0235,19-03-2024,2,20,Card,Delivered
O009048,C01510,P0369,01-10-2025,1,0,Cash,Delivered
O009049,C01466,P0019,22-07-2025,0,0,Card,Cancelled
O009050,C00864,P0465,03-06-2025,2,110,Upi,Cancelled
O009051,C00919,P0372,02-03-2024,1,0,Upi,Delivered
O009052,C00333,P0192,18-07-2024,4,15,Upi,Returned
O009053,C01587,P0464,22-03-2024,1,110,Card,Shipped
O009054,C01694,P0050,24-09-2024,2,20,Cash,Cancelled
O009055,C01642,P0370,19-05-2024,2,0,Upi,Returned
O009056,C01003,P0303,15-01-2025,4,15,Upi,Shipped
O009057,C00414,P0056,31-08-2025,2,10,Cash,Returned
O009058,C01494,P0086,14-11-2025,4,15,Upi,Shipped
O009059,C01199,P0326,01-05-2025,3,0,Upi,Shipped
O009060,C01049,P0175,30-01-2024,2,10,Upi,Delivered
O009061,C01398,P0037,11-06-2025,0,0,Upi,Delivered
O009062,C01043,P0322,18-08-2024,0,0,Cash,Returned
O009063,C01759,P0122,18-04-2025,3,0,Upi,Returned
O009064,C00862,P0047,02-06-2025,3,110,Upi,Shipped
O009065,C00569,P0289,17-05-2024,2,0,Upi,Returned
O009066,C01932,P0231,29-09-2024,1,10,Card,Cancelled
O009067,C01940,P0235,03-06-2025,0,0,Card,Returned
O009068,C01359,P0048,04-02-2024,1,0,Upi,Delivered
O009069,C00975,P0065,01-08-2024,3,10,Upi,Delivered
O009070,C01310,P0135,11-08-2025,3,10,Upi,Delivered
O009071,C01691,P0321,05-11-2025,2,0,Cash,Cancelled
O009072,C01609,P0461,11-06-2025,2,10,Card,Delivered
O009073,C01765,P0480,23-07-2025,3,20,Upi,Delivered
O009074,C00967,P0097,01-03-2025,1,10,Cash,Returned
O009075,C01690,P0464,10-04-2024,0,110,Card,Delivered
O009076,C00222,P0180,24-05-2024,1,0,Upi,Delivered
O009077,C00393,P0464,15-10-2025,0,0,Card,Returned
O009078,C01703,P0256,13-09-2024,2,10,Cash,Shipped
O009079,C00001,P0141,21-09-2025,2,20,Cash,Delivered
O009080,C01746,P0061,23-10-2024,2,0,Upi,Cancelled
O009081,C01266,P0486,19-05-2025,2,10,Upi,Returned
O009082,C01481,P0454,08-09-2025,0,0,Cash,Shipped
O009083,C00465,P0190,29-03-2025,1,0,Card,Shipped
O009084,C00837,P0359,09-06-2024,1,20,Card,Shipped
O009085,C00586,P0194,22-05-2024,0,20,Card,Cancelled
O009086,C00871,P0335,04-08-2024,1,10,Cash,Delivered
O009087,C00776,P0437,20-04-2025,4,15,Upi,Returned
O009088,C01850,P0009,08-07-2025,4,15,Upi,Delivered
O009089,C01759,P0319,23-09-2025,2,0,Cash,Cancelled
O009090,C00108,P0065,02-02-2024,0,10,Card,Returned
O009091,C00692,P0312,07-06-2024,2,0,Upi,Returned
O009092,C01284,P0368,31-05-2025,1,20,Upi,Returned
O009093,C01828,P0274,18-03-2024,1,10,Upi,Cancelled
O009094,C00206,P0285,01-02-2024,4,20,Cash,Delivered
O009095,C00440,P0270,23-02-2024,1,20,Cash,Delivered
O009096,C01477,P0371,20-12-2024,1,0,Upi,Delivered
O009097,C00672,P0072,30-10-2025,2,10,Upi,Delivered
O009098,C00310,P0376,14-04-2024,0,0,Cash,Shipped
O009099,C01819,P0480,29-11-2025,3,10,Cash,Delivered
O009100,C00049,P0469,05-11-2025,3,0,Upi,Delivered
O009101,C00179,P0490,01-04-2025,1,0,Upi,Returned
O009102,C00362,P0410,08-08-2025,3,10,Upi,Returned
O009103,C00516,P0221,17-10-2024,4,15,Upi,Delivered
O009104,C01989,P0206,17-08-2025,4,20,Card,Returned
O009105,C00027,P0401,08-03-2025,2,20,Upi,Delivered
O009106,C00095,P0322,11-11-2024,0,10,Upi,Returned
O009107,C01866,P0180,29-10-2024,3,10,Card,Delivered
O009108,C01342,P0262,01-10-2025,2,10,Card,Shipped
O009109,C00138,P0146,12-08-2024,3,10,Card,Delivered
O009110,C00694,P0196,09-09-2024,2,0,Upi,Shipped
O009111,C00962,P0035,29-01-2025,4,110,Card,Delivered
O009112,C00305,P0057,19-11-2024,3,110,Cash,Delivered
O009113,C00975,P0203,10-09-2024,0,10,Upi,Delivered
O009114,C00258,P0235,10-04-2024,3,0,Upi,Shipped
O009115,C01547,P0277,23-03-2024,2,0,Upi,Shipped
O009116,C01464,P0291,17-10-2025,2,20,Cash,Shipped
O009117,C00921,P0465,31-10-2024,4,15,Card,Delivered
O009118,C01619,P0470,22-01-2025,2,0,Card,Delivered
O009119,C01578,P0044,03-10-2025,1,0,Cash,Cancelled
O009120,C00780,P0383,22-03-2025,2,110,Upi,Delivered
O009121,C00606,P0452,03-08-2025,0,0,Card,Shipped
O009122,C00132,P0457,13-03-2024,4,15,Card,Delivered
O009123,C01528,P0248,04-03-2024,1,0,Upi,Shipped
O009124,C00304,P0226,02-01-2024,2,20,Upi,Shipped
O009125,C01275,P0168,03-05-2025,1,0,Card,Returned
O009126,C01625,P0240,28-10-2025,0,110,Card,Delivered
O009127,C01176,P0188,29-10-2024,2,110,Cash,Returned
O009128,C01550,P0284,19-06-2024,2,110,Card,Delivered
O009129,C00280,P0393,25-05-2024,0,20,Upi,Cancelled
O009130,C01933,P0124,26-03-2024,3,20,Cash,Delivered
O009131,C00310,P0251,28-04-2024,3,20,Upi,Delivered
O009132,C00181,P0077,26-08-2024,0,20,Upi,Delivered
O009133,C00955,P0198,05-02-2025,2,10,Card,Cancelled
O009134,C01863,P0357,03-12-2024,0,20,Card,Shipped
O009135,C01161,P0174,26-01-2025,0,0,Upi,Returned
O009136,C00289,P0471,21-05-2024,4,10,Cash,Delivered
O009137,C00346,P0359,09-11-2025,2,0,Card,Returned
O009138,C00821,P0185,03-10-2024,4,20,Upi,Cancelled
O009139,C01674,P0273,01-07-2025,3,110,Upi,Returned
O009140,C01245,P0391,27-03-2024,2,10,Upi,Delivered
O009141,C01621,P9999,11-04-2024,1,0,Upi,Shipped
O009142,C00270,P0444,24-07-2024,4,15,Upi,Delivered
O009143,C00925,P0406,09-07-2024,2,10,Cash,Delivered
O009144,C01825,P0087,03-06-2024,1,0,Upi,Returned
O009145,C01656,P0316,03-11-2024,0,10,Cash,Returned
O009146,C01274,P0319,13-07-2024,0,0,Upi,Cancelled
O009147,C00266,P0280,01-02-2025,1,10,Cash,Shipped
O009148,C01902,P0190,07-05-2025,0,0,Upi,Cancelled
O009149,C01883,P0379,26-09-2025,3,110,Cash,Cancelled
O009150,C00624,P0454,30-05-2025,2,0,Card,Delivered
O009151,C01119,P0010,28-02-2025,4,20,Cash,Delivered
O009152,C00649,P0096,28-09-2024,4,10,Upi,Delivered
O009153,C00411,P0129,01-05-2024,2,0,Card,Returned
O009154,C00256,P0266,01-05-2024,2,10,Upi,Cancelled
O009155,C00171,P0074,19-04-2024,3,110,Upi,Shipped
O009156,C01308,P0382,29-09-2024,1,10,Cash,Returned
O009157,C00878,P0425,26-07-2025,4,15,Upi,Shipped
O009158,C00469,P0387,18-03-2025,0,20,Cash,Returned
O009159,C00871,P0361,05-03-2024,1,10,Upi,Delivered
O009160,C00463,P0289,24-09-2024,1,0,Upi,Delivered
O009161,C00539,P0480,22-08-2024,3,0,Upi,Cancelled
O009162,C00084,P0103,19-08-2024,2,20,Upi,Delivered
O009163,C00423,P0436,16-12-2024,2,0,Upi,Shipped
O009164,C01659,P0477,31-01-2024,1,20,Card,Delivered
O009165,C00813,P0238,27-01-2024,3,110,Upi,Delivered
O009166,C00013,P0288,29-09-2024,2,10,Cash,Shipped
O009167,C01117,P0398,10-07-2024,2,0,Card,Shipped
O009168,C00388,P0431,28-11-2024,3,20,Card,Returned
O009169,C00662,P0017,19-01-2024,2,20,Upi,Delivered
O009170,C01212,P0139,08-03-2025,2,0,Cash,Shipped
O009171,C00735,P0459,04-04-2024,3,20,Upi,Delivered
O009172,C00245,P0420,08-10-2025,2,0,Card,Shipped
O009173,C01243,P0382,01-01-2025,1,20,Upi,Delivered
O009174,C00518,P0463,26-09-2024,1,10,Card,Cancelled
O009175,C01774,P0325,13-06-2024,1,110,Cash,Cancelled
O009176,C01344,P0470,02-07-2025,3,20,Cash,Delivered
O009177,C00611,P0053,04-09-2025,3,20,Upi,Returned
O009178,C01241,P0274,27-07-2025,4,20,Card,Delivered
O009179,C00337,P0065,21-06-2024,2,0,Upi,Cancelled
O009180,C01109,P0291,14-08-2024,2,0,Cash,Shipped
O009181,C01933,P0332,14-05-2024,2,0,Upi,Shipped
O009182,C00869,P0372,01-08-2024,4,20,Upi,Delivered
O009183,C00568,P0219,24-10-2025,2,20,Card,Returned
O009184,C01465,P0410,04-10-2024,4,20,Upi,Delivered
O009185,C01982,P0295,01-12-2025,3,10,Cash,Cancelled
O009186,C00784,P0340,09-11-2024,0,0,Card,Cancelled
O009187,C01469,P0311,05-07-2024,0,20,Upi,Returned
O009188,C01823,P0376,26-02-2024,3,0,Upi,Cancelled
O009189,C01819,P0313,27-07-2024,0,20,Cash,Returned
O009190,C00728,P0311,10-05-2025,0,0,Card,Cancelled
O009191,C00901,P0235,19-01-2024,2,20,Card,Delivered
O009192,C01012,P0269,29-07-2024,2,0,Card,Delivered
O009193,C01951,P0476,02-08-2025,2,0,Upi,Cancelled
O009194,C01555,P0128,05-03-2024,0,20,Card,Cancelled
O009195,C00188,P0314,17-03-2024,1,0,Cash,Delivered
O009196,C00027,P0310,11-05-2025,3,10,Card,Shipped
O009197,C01917,P0439,28-01-2025,3,20,Cash,Cancelled
O009198,C01302,P0076,08-09-2024,2,0,Cash,Delivered
O009199,C00223,P0313,02-06-2024,3,0,Upi,Shipped
O009200,C00537,P0494,08-01-2024,0,0,Card,Returned
O009201,C00420,P0175,13-10-2025,2,20,Upi,Shipped
O009202,C00396,P0433,08-01-2025,2,0,Card,Shipped
O009203,C00454,P0348,25-06-2025,0,10,Cash,Delivered
O009204,C00567,P0429,16-04-2024,1,0,Card,Delivered
O009205,C00262,P0245,28-05-2025,4,110,Upi,Shipped
O009206,C00545,P0043,06-07-2025,1,20,Upi,Delivered
O009207,C01184,P0005,10-10-2024,0,20,Upi,Delivered
O009208,C01309,P0039,06-11-2025,2,20,Card,Returned
O009209,C00778,P0438,25-10-2025,3,0,Card,Returned
O009210,C00650,P0214,28-07-2025,1,10,Upi,Delivered
O009211,C01332,P0167,24-06-2025,3,20,Upi,Delivered
O009212,C01524,P0060,25-06-2024,3,0,Cash,Shipped
O009213,C00785,P0268,09-04-2025,0,0,Upi,Shipped
O009214,C01299,P0418,17-07-2024,2,0,Upi,Shipped
O009215,C00896,P0418,11-03-2025,1,20,Cash,Returned
O009216,C01783,P0349,05-05-2025,2,20,Upi,Cancelled
O009217,C00315,P0478,04-08-2025,0,0,Cash,Delivered
O009218,C01169,P0237,05-04-2025,0,20,Cash,Cancelled
O009219,C00134,P0105,26-07-2024,4,15,Cash,Cancelled
O009220,C00421,P0385,24-04-2024,4,110,Card,Delivered
O009221,C01772,P0427,26-02-2024,2,20,Upi,Delivered
O009222,C01701,P0280,03-03-2025,2,20,Upi,Shipped
O009223,C00006,P0409,30-04-2025,2,20,Card,Shipped
O009224,C00267,P0347,19-01-2025,1,0,Cash,Returned
O009225,C01937,P0427,17-10-2025,1,0,Upi,Delivered
O009226,C00316,P0375,08-02-2024,1,0,Upi,Cancelled
O009227,C00798,P0023,18-06-2024,2,20,Upi,Cancelled
O009228,C01187,P0204,17-05-2024,3,0,Upi,Cancelled
O009229,C00523,P0121,13-06-2025,4,110,Upi,Cancelled
O009230,C00389,P0147,21-06-2025,3,10,Upi,Cancelled
O009231,C00088,P0080,16-05-2024,3,0,Cash,Delivered
O009232,C01792,P0253,10-06-2024,1,0,Card,Delivered
O009233,C00663,P0365,01-03-2024,2,10,Upi,Shipped
O009234,C00180,P0182,02-01-2024,0,20,Cash,Returned
O009235,C00664,P0485,20-01-2024,0,10,Upi,Shipped
O009236,C01720,P0042,07-08-2025,0,110,Upi,Shipped
O009237,C01540,P0262,22-12-2024,4,15,Cash,Returned
O009238,C01265,P0074,23-03-2024,2,110,Cash,Shipped
O009239,C00139,P0291,28-02-2024,0,0,Upi,Returned
O009240,C00569,P0088,23-07-2025,3,0,Upi,Delivered
O009241,C00231,P0432,30-04-2024,3,20,Card,Delivered
O009242,C01875,P0360,12-12-2024,2,0,Cash,Cancelled
O009243,C01895,P0409,03-01-2024,4,10,Upi,Delivered
O009244,C01804,P0383,27-11-2025,3,0,Upi,Delivered
O009245,C01716,P0144,04-07-2024,3,20,Cash,Shipped
O009246,C00386,P0472,03-06-2024,2,110,Upi,Delivered
O009247,C01160,P0043,04-03-2025,2,10,Upi,Delivered
O009248,C01012,P0117,09-01-2024,3,10,Upi,Shipped
O009249,C01000,P0492,07-12-2024,2,20,Upi,Returned
O009250,C01921,P0162,27-09-2024,0,10,Card,Delivered
O009251,C01783,P0049,12-12-2024,2,20,Cash,Shipped
O009252,C00313,P0140,19-08-2024,2,10,Cash,Cancelled
O009253,C00114,P0267,11-12-2024,4,10,Upi,Returned
O009254,C00192,P0045,16-07-2024,0,0,Cash,Delivered
O009255,C01040,P0280,03-09-2025,4,15,Card,Delivered
O009256,C01901,P0001,14-11-2025,4,10,Upi,Delivered
O009257,C00746,P0404,29-03-2025,4,20,Upi,Cancelled
O009258,C00634,P0409,29-04-2025,2,0,Upi,Shipped
O009259,C00711,P0488,16-04-2025,2,20,Card,Shipped
O009260,C00633,P0461,08-06-2024,2,110,Card,Shipped
O009261,C00105,P0095,17-10-2025,1,10,Card,Cancelled
O009262,C00472,P0437,21-01-2025,0,20,Upi,Cancelled
O009263,C01577,P0257,30-09-2025,2,20,Card,Cancelled
O009264,C00298,P0338,23-04-2024,2,20,Card,Delivered
O009265,C00569,P0478,24-07-2025,3,10,Cash,Shipped
O009266,C00728,P0320,01-08-2025,2,0,Upi,Delivered
O009267,C00200,P0403,19-07-2024,1,110,Upi,Returned
O009268,C01242,P0072,02-09-2024,0,0,Upi,Shipped
O009269,C00278,P0460,13-01-2024,3,10,Card,Shipped
O009270,C00086,P0006,23-08-2024,3,0,Upi,Delivered
O009271,C01700,P0459,25-07-2024,4,15,Upi,Delivered
O009272,C01946,P0077,07-03-2024,1,10,Cash,Shipped
O009273,C01439,P0178,20-06-2024,1,0,Upi,Delivered
O009274,C00636,P0166,23-03-2025,1,10,Cash,Delivered
O009275,C01807,P0046,10-06-2024,0,0,Cash,Delivered
O009276,C00502,P0340,05-04-2025,3,10,Upi,Returned
O009277,C01845,P0028,09-10-2024,1,20,Upi,Returned
O009278,C00863,P0225,08-11-2024,2,20,Card,Delivered
O009279,C00693,P0308,20-04-2024,2,10,Cash,Delivered
O009280,C00468,P0107,22-08-2024,3,110,Card,Cancelled
O009281,C01833,P0164,03-03-2025,2,20,Upi,Delivered
O009282,C01982,P0114,19-02-2025,2,20,Card,Cancelled
O009283,C01847,P0453,05-08-2024,2,10,Upi,Delivered
O009284,C00481,P0121,24-04-2025,4,15,Cash,Returned
O009285,C01766,P0200,26-11-2024,2,0,Upi,Shipped
O009286,C01082,P0330,25-02-2025,3,20,Card,Delivered
O009287,C01142,P0008,15-11-2024,2,10,Upi,Returned
O009288,C01629,P0322,02-11-2025,4,20,Upi,Cancelled
O009289,C01034,P0008,27-06-2025,2,110,Upi,Cancelled
O009290,C00367,P0390,13-02-2024,1,0,Upi,Delivered
O009291,C00653,P0430,05-02-2025,2,0,Upi,Shipped
O009292,C00792,P0236,25-03-2025,4,10,Cash,Delivered
O009293,C00813,P0289,11-10-2025,0,20,Upi,Returned
O009294,C00666,P0343,11-03-2024,2,0,Card,Shipped
O009295,C01481,P0025,15-01-2024,2,0,Upi,Cancelled
O009296,C00035,P0011,22-10-2025,1,20,Cash,Cancelled
O009297,C01977,P0174,14-09-2024,3,0,Card,Shipped
O009298,C00289,P0278,22-03-2024,4,20,Upi,Delivered
O009299,C00502,P0203,11-01-2024,3,110,Upi,Delivered
O009300,C00406,P0367,20-05-2025,3,10,Cash,Returned
O009301,C01327,P0470,25-04-2025,1,20,Card,Delivered
O009302,C00924,P0339,04-10-2024,2,20,Cash,Cancelled
O009303,C01153,P0310,16-10-2024,3,110,Card,Shipped
O009304,C00038,P0276,18-07-2025,3,20,Upi,Delivered
O009305,C00974,P0493,17-01-2024,1,0,Cash,Delivered
O009306,C00805,P0459,13-03-2025,0,0,Card,Delivered
O009307,C00795,P0281,26-09-2025,0,0,Cash,Delivered
O009308,C00850,P0191,12-09-2024,3,110,Upi,Delivered
O009309,C00486,P0444,10-02-2025,1,0,Upi,Delivered
O009310,C01794,P0484,01-04-2024,2,10,Cash,Delivered
O009311,C00133,P0057,09-03-2024,4,15,Card,Delivered
O009312,C00510,P0421,09-10-2025,1,10,Upi,Delivered
O009313,C01226,P0303,02-05-2025,1,10,Card,Delivered
O009314,C01459,P0383,27-07-2024,2,0,Upi,Cancelled
O009315,C00259,P0169,04-06-2024,0,10,Upi,Cancelled
O009316,C01138,P0292,19-07-2025,3,110,Upi,Delivered
O009317,C01897,P0453,08-05-2024,2,10,Cash,Shipped
O009318,C01137,P0496,27-07-2025,3,0,Card,Cancelled
O009319,C00640,P0240,03-09-2024,1,10,Card,Delivered
O009320,C00957,P0036,01-01-2024,1,10,Upi,Returned
O009321,C01423,P0161,27-05-2024,2,0,Upi,Cancelled
O009322,C01810,P0419,23-06-2024,2,110,Card,Delivered
O009323,C00090,P0265,18-06-2025,1,20,Upi,Cancelled
O009324,C99999,P0262,06-02-2024,1,10,Upi,Shipped
O009325,C00488,P0032,15-05-2024,3,0,Upi,Delivered
O009326,C00799,P0051,13-08-2024,2,0,Card,Delivered
O009327,C01196,P0272,01-06-2025,2,20,Card,Cancelled
O009328,C00704,P0050,24-01-2025,4,20,Cash,Returned
O009329,C01852,P0023,06-06-2025,2,0,Card,Delivered
O009330,C00488,P0028,12-06-2024,4,20,Upi,Shipped
O009331,C00481,P0065,15-02-2024,2,20,Cash,Cancelled
O009332,C01242,P0440,23-11-2025,0,0,Upi,Delivered
O009333,C00811,P0190,18-05-2024,2,20,Upi,Shipped
O009334,C01406,P0155,15-06-2024,3,20,Upi,Returned
O009335,C01895,P0447,30-10-2024,0,0,Upi,Returned
O009336,C00221,P0358,03-11-2024,2,110,Upi,Shipped
O009337,C01268,P0046,24-07-2024,3,20,Card,Shipped
O009338,C00280,P0075,08-10-2024,0,10,Upi,Shipped
O009339,C00683,P0102,09-10-2024,0,10,Upi,Delivered
O009340,C00115,P0017,21-04-2024,4,20,Card,Delivered
O009341,C00710,P0167,28-09-2025,2,20,Cash,Delivered
O009342,C01759,P0422,29-11-2025,0,0,Cash,Cancelled
O009343,C01087,P0480,05-12-2024,0,110,Upi,Cancelled
O009344,C00161,P0050,11-08-2024,2,10,Cash,Delivered
O009345,C00107,P0280,28-10-2025,4,15,Cash,Delivered
O009346,C01822,P0306,26-07-2024,2,0,Cash,Delivered
O009347,C00607,P0333,07-11-2025,4,15,Upi,Delivered
O009348,C01550,P0480,03-08-2025,2,10,Upi,Shipped
O009349,C00455,P0139,07-11-2024,4,20,Upi,Returned
O009350,C01677,P0490,25-07-2024,4,20,Upi,Returned
O009351,C00970,P0280,05-05-2025,3,110,Card,Delivered
O009352,C00850,P0458,03-10-2024,3,10,Card,Cancelled
O009353,C01328,P0045,19-09-2024,2,10,Upi,Returned
O009354,C01612,P0391,07-04-2025,4,10,Cash,Returned
O009355,C00840,P0122,12-02-2025,0,20,Upi,Returned
O009356,C00192,P0483,05-11-2024,4,15,Cash,Shipped
O009357,C01329,P0432,17-02-2024,0,20,Cash,Delivered
O009358,C00488,P0479,25-05-2024,2,20,Card,Cancelled
O009359,C00032,P0199,01-07-2024,4,15,Card,Delivered
O009360,C00004,P0163,27-08-2024,2,0,Card,Shipped
O009361,C00178,P0387,14-06-2024,0,20,Upi,Returned
O009362,C00408,P0431,27-05-2024,2,10,Upi,Cancelled
O009363,C00625,P0125,20-04-2024,3,0,Upi,Shipped
O009364,C01471,P0288,25-09-2025,2,110,Cash,Returned
O009365,C00393,P0410,21-03-2025,1,10,Cash,Delivered
O009366,C00234,P0366,23-03-2025,0,20,Upi,Delivered
O009367,C00280,P0238,14-08-2024,4,10,Upi,Delivered
O009368,C01483,P0072,01-07-2025,4,20,Cash,Cancelled
O009369,C00373,P0005,09-06-2024,2,10,Upi,Delivered
O009370,C00381,P0297,17-08-2025,2,110,Upi,Returned
O009371,C00875,P0379,25-09-2025,4,20,Cash,Delivered
O009372,C01689,P0299,20-09-2024,0,10,Cash,Delivered
O009373,C01964,P0257,19-08-2024,2,20,Upi,Delivered
O009374,C00051,P0206,02-07-2024,2,20,Cash,Delivered
O009375,C00313,P0028,23-10-2024,0,10,Cash,Returned
O009376,C00298,P0479,17-06-2024,4,20,Cash,Delivered
O009377,C01075,P0473,31-05-2024,2,0,Upi,Delivered
O009378,C01385,P0280,05-12-2024,0,110,Upi,Delivered
O009379,C00158,P0212,29-10-2024,3,20,Card,Returned
O009380,C01906,P0334,04-03-2025,2,0,Upi,Cancelled
O009381,C01496,P0389,06-07-2024,2,0,Upi,Shipped
O009382,C00708,P0311,07-07-2025,1,0,Card,Delivered
O009383,C00409,P0261,25-05-2024,1,0,Card,Cancelled
O009384,C01105,P0375,08-03-2024,2,20,Cash,Returned
O009385,C01166,P0490,22-03-2024,4,110,Card,Delivered
O009386,C01581,P0261,19-10-2024,2,0,Upi,Delivered
O009387,C00682,P0236,04-05-2025,2,20,Card,Returned
O009388,C00291,P0180,11-07-2025,3,10,Upi,Delivered
O009389,C00427,P0252,10-02-2025,2,110,Cash,Delivered
O009390,C01886,P0313,19-09-2025,4,10,Upi,Delivered
O009391,C01280,P0485,20-01-2024,2,110,Cash,Shipped
O009392,C01716,P0253,05-04-2024,2,20,Cash,Delivered
O009393,C01830,P0080,05-05-2025,2,110,Upi,Delivered
O009394,C01433,P0455,18-05-2024,2,110,Cash,Cancelled
O009395,C00886,P0325,22-05-2025,1,10,Cash,Shipped
O009396,C01266,P0496,13-07-2025,3,10,Upi,Cancelled
O009397,C00125,P0128,13-05-2024,4,10,Cash,Cancelled
O009398,C01854,P0429,15-10-2024,2,10,Upi,Shipped
O009399,C01798,P0040,02-01-2025,4,10,Cash,Shipped
O009400,C01088,P0084,04-01-2024,1,0,Upi,Returned
O009401,C00463,P0044,28-03-2024,1,10,Upi,Delivered
O009402,C00523,P0062,21-01-2025,2,10,Card,Delivered
O009403,C01587,P0148,16-11-2025,2,110,Upi,Delivered
O009404,C01293,P0013,23-12-2024,2,0,Upi,Cancelled
O009405,C00357,P0386,21-07-2025,4,15,Upi,Returned
O009406,C00752,P0259,29-06-2025,2,0,Cash,Delivered
O009407,C01390,P0170,27-02-2024,2,0,Card,Shipped
O009408,C00269,P0465,19-10-2025,0,20,Upi,Returned
O009409,C01498,P0329,18-12-2024,2,10,Upi,Returned
O009410,C01495,P0063,23-10-2024,2,0,Card,Delivered
O009411,C00082,P0393,02-05-2025,2,0,Upi,Returned
O009412,C00507,P0028,29-05-2025,1,20,Cash,Shipped
O009413,C00953,P0053,08-06-2025,4,110,Upi,Cancelled
O009414,C00736,P0447,08-03-2024,1,10,Cash,Cancelled
O009415,C00433,P0242,17-12-2024,2,0,Card,Cancelled
O009416,C00750,P0030,05-06-2025,3,0,Cash,Shipped
O009417,C01220,P0051,30-10-2025,0,110,Upi,Delivered
O009418,C00311,P9999,21-04-2024,4,20,Upi,Returned
O009419,C01045,P0037,22-07-2024,2,20,Cash,Shipped
O009420,C00079,P0329,27-12-2024,1,20,Card,Shipped
O009421,C00319,P0372,09-03-2025,3,10,Upi,Delivered
O009422,C00388,P0466,28-03-2025,4,15,Upi,Delivered
O009423,C00067,P0289,01-06-2025,2,0,Upi,Returned
O009424,C01147,P0210,14-07-2024,3,20,Cash,Delivered
O009425,C01431,P0290,06-11-2024,2,0,Upi,Delivered
O009426,C00562,P0488,09-01-2025,2,0,Upi,Shipped
O009427,C00690,P0368,14-07-2024,2,10,Upi,Delivered
O009428,C01289,P0070,30-06-2024,2,0,Upi,Cancelled
O009429,C01479,P0365,24-09-2025,4,10,Upi,Delivered
O009430,C00457,P0024,02-09-2025,2,10,Card,Shipped
O009431,C01145,P0343,18-09-2024,2,20,Upi,Delivered
O009432,C01332,P0301,24-08-2024,4,20,Card,Cancelled
O009433,C00500,P0171,17-12-2024,0,110,Upi,Shipped
O009434,C00518,P0432,03-07-2024,4,20,Upi,Delivered
O009435,C00901,P0142,25-10-2025,3,10,Upi,Shipped
O009436,C00095,P0360,07-11-2024,4,15,Upi,Delivered
O009437,C00850,P0028,13-02-2024,3,110,Upi,Delivered
O009438,C01642,P0364,13-04-2024,2,0,Card,Cancelled
O009439,C01754,P0349,22-11-2025,2,110,Cash,Delivered
O009440,C00368,P0101,20-08-2024,2,20,Upi,Returned
O009441,C00283,P0032,20-03-2025,2,0,Upi,Delivered
O009442,C01101,P0135,01-09-2025,2,0,Upi,Shipped
O009443,C00038,P0230,01-09-2025,2,0,Card,Cancelled
O009444,C00040,P0398,03-08-2025,3,10,Upi,Cancelled
O009445,C01348,P0376,13-07-2024,4,15,Upi,Delivered
O009446,C00992,P0475,30-01-2024,2,10,Upi,Delivered
O009447,C01517,P0205,29-09-2024,3,0,Cash,Delivered
O009448,C00292,P0358,18-06-2024,1,10,Upi,Delivered
O009449,C01314,P0329,16-07-2025,3,20,Upi,Delivered
O009450,C01042,P0138,28-05-2025,3,10,Card,Cancelled
O009451,C01348,P0366,23-01-2025,3,0,Upi,Shipped
O009452,C01978,P0205,17-08-2024,1,0,Upi,Cancelled
O009453,C00840,P0116,25-01-2025,4,15,Card,Delivered
O009454,C00291,P0191,25-01-2025,0,10,Cash,Returned
O009455,C01474,P0226,26-01-2024,2,10,Card,Cancelled
O009456,C00680,P0422,03-03-2024,2,0,Card,Cancelled
O009457,C01104,P0070,26-02-2024,0,20,Upi,Cancelled
O009458,C01576,P0058,11-11-2025,4,15,Upi,Returned
O009459,C00413,P0323,25-11-2024,1,20,Upi,Delivered
O009460,C01572,P0299,13-12-2024,2,0,Card,Shipped
O009461,C00217,P0092,09-08-2024,2,0,Cash,Returned
O009462,C01037,P0040,08-09-2024,1,0,Upi,Shipped
O009463,C01661,P0001,10-10-2024,4,15,Upi,Delivered
O009464,C01913,P0006,20-02-2025,4,15,Cash,Delivered
O009465,C00063,P0337,28-02-2025,4,20,Upi,Returned
O009466,C01631,P0240,26-10-2025,3,10,Upi,Returned
O009467,C01731,P0378,24-07-2025,0,20,Upi,Cancelled
O009468,C00299,P0275,21-12-2024,1,0,Card,Delivered
O009469,C01899,P0048,20-12-2024,4,10,Cash,Cancelled
O009470,C00488,P0407,22-02-2024,2,20,Cash,Cancelled
O009471,C01223,P0024,07-08-2024,1,10,Card,Delivered
O009472,C00714,P0301,05-06-2025,2,0,Cash,Cancelled
O009473,C00363,P0463,27-02-2025,0,0,Card,Delivered
O009474,C00864,P0202,04-09-2025,3,20,Card,Delivered
O009475,C00735,P0161,13-02-2024,3,0,Upi,Delivered
O009476,C00336,P0410,28-04-2025,4,15,Card,Returned
O009477,C00508,P0009,09-05-2024,4,15,Upi,Cancelled
